customer_id,age,gender,item_purchased,category,purchase_amount_usd,color,location,size,season,review_rating,subscription_status,payment_method,shipping_type,discount_applied,previous_purchases,preferred_payment_method,frequency_of_purchases,date,year,month,age_group,purchase_frequency_days
38,35,Female,Jeans,Clothing,79,Indiana,S,Cyan,Summer,2.8,Yes,Debit Card,Store Pickup,Yes,10,PayPal,Weekly,44947,2023,Jan,Adult,7.0
39,29,Male,Dress,Clothing,10,Florida,M,Red,Winter,3.7,Yes,Debit Card,2-Day Shipping,Yes,44,Venmo,Every 3 Months,44947,2023,Jan,Young Adult,
40,70,Female,Pants,Clothing,33,Arizona,S,Turquoise,Summer,4.2,Yes,Bank Transfer,Express,Yes,18,Credit Card,Monthly,44947,2023,Jan,Senior,30.0
41,69,Male,Handbag,Accessories,46,Louisiana,L,Beige,Winter,4.6,Yes,PayPal,Next Day Air,Yes,31,Debit Card,Quarterly,44947,2023,Jan,Senior,
42,67,Female,Scarf,Accessories,84,Alaska,M,Orange,Spring,4.5,Yes,Cash,Standard,Yes,40,Venmo,Annually,44947,2023,Jan,Senior,365.0
43,20,Male,Coat,Outerwear,49,Tennessee,M,Beige,Spring,4.1,Yes,Bank Transfer,Free Shipping,Yes,15,PayPal,Annually,44947,2023,Jan,Young Adult,365.0
44,25,Female,Scarf,Accessories,10,Ohio,L,Lavender,Fall,3.7,Yes,PayPal,Store Pickup,Yes,19,PayPal,Fortnightly,44947,2023,Jan,Young Adult,14.0
45,39,Male,Hat,Accessories,79,Kentucky,S,Silver,Summer,4.6,Yes,Bank Transfer,Free Shipping,Yes,45,PayPal,Weekly,44947,2023,Jan,Adult,7.0
46,50,Female,Socks,Clothing,50,Tennessee,XL,Indigo,Fall,2.9,Yes,Venmo,2-Day Shipping,Yes,25,PayPal,Annually,44947,2023,Jan,Middle-aged,365.0
47,57,Male,Shirt,Clothing,8,California,L,White,Summer,2.9,Yes,Venmo,Store Pickup,Yes,45,Cash,Quarterly,44947,2023,Jan,Middle-aged,
48,55,Female,Jewelry,Accessories,11,Montana,M,Charcoal,Winter,4.5,Yes,Debit Card,Free Shipping,Yes,36,Cash,Weekly,44947,2023,Jan,Middle-aged,7.0
49,42,Male,Shirt,Clothing,69,Nevada,M,Orange,Summer,2.7,Yes,Debit Card,Store Pickup,Yes,38,Cash,Monthly,44947,2023,Jan,Adult,30.0
50,68,Female,Hoodie,Clothing,61,New Jersey,S,Indigo,Spring,4.6,Yes,Bank Transfer,Next Day Air,Yes,34,Debit Card,Bi-Weekly,44947,2023,Jan,Senior,14.0
51,49,Male,Blouse,Clothing,90,Maryland,M,Red,Spring,3.7,Yes,Cash,Store Pickup,Yes,39,Debit Card,Bi-Weekly,44947,2023,Jan,Middle-aged,14.0
52,59,Female,Skirt,Clothing,99,Vermont,XL,Gray,Winter,4.7,Yes,PayPal,2-Day Shipping,Yes,7,Credit Card,Quarterly,44947,2023,Jan,Senior,
53,42,Male,T-shirt,Clothing,57,Alaska,M,Green,Summer,2.6,Yes,Credit Card,Free Shipping,Yes,26,Credit Card,Weekly,44947,2023,Jan,Adult,7.0
54,29,Female,Skirt,Clothing,2,Mississippi,S,Peach,Winter,3.9,Yes,Debit Card,Next Day Air,Yes,35,Credit Card,Weekly,44947,2023,Jan,Young Adult,7.0
55,47,Male,Coat,Outerwear,31,New Mexico,M,Brown,Summer,4.2,Yes,Bank Transfer,Next Day Air,Yes,35,Debit Card,Bi-Weekly,44947,2023,Jan,Middle-aged,14.0
56,40,Female,Jacket,Outerwear,15,South Carolina,M,Lavender,Winter,3.0,Yes,Venmo,2-Day Shipping,Yes,49,Credit Card,Annually,44947,2023,Jan,Adult,365.0
57,41,Male,Backpack,Accessories,72,Mississippi,XL,Brown,Summer,4.7,Yes,PayPal,Store Pickup,Yes,46,Credit Card,Weekly,44947,2023,Jan,Adult,7.0
58,21,Female,Coat,Outerwear,39,West Virginia,M,White,Summer,4.4,Yes,PayPal,Store Pickup,Yes,17,Debit Card,Fortnightly,44947,2023,Jan,Young Adult,14.0
59,69,Male,Hoodie,Clothing,1,Missouri,M,Charcoal,Summer,4.2,Yes,Credit Card,Free Shipping,Yes,29,Venmo,Monthly,44947,2023,Jan,Senior,30.0
60,63,Female,Belt,Accessories,87,Louisiana,L,Yellow,Spring,4.6,Yes,Debit Card,Standard,Yes,4,Debit Card,Weekly,44947,2023,Jan,Senior,7.0
61,50,Male,Sweater,Clothing,48,Idaho,L,Brown,Summer,4.0,Yes,Credit Card,Express,Yes,17,Cash,Weekly,44947,2023,Jan,Middle-aged,7.0
62,55,Female,Scarf,Accessories,35,Texas,M,Orange,Winter,4.7,Yes,Bank Transfer,Store Pickup,Yes,21,Credit Card,Every 3 Months,44947,2023,Jan,Middle-aged,
63,30,Male,Sneakers,Footwear,11,Mississippi,S,Magenta,Spring,3.8,Yes,Credit Card,Free Shipping,Yes,31,Credit Card,Fortnightly,44947,2023,Jan,Young Adult,14.0
64,33,Female,Sunglasses,Accessories,57,Arizona,L,Lavender,Winter,2.7,Yes,Credit Card,2-Day Shipping,Yes,43,Credit Card,Weekly,44947,2023,Jan,Adult,7.0
65,65,Male,Boots,Footwear,11,Alabama,S,Green,Fall,4.8,Yes,PayPal,Standard,Yes,18,Debit Card,Fortnightly,44947,2023,Jan,Senior,14.0
66,65,Female,Backpack,Accessories,87,New Jersey,M,Purple,Spring,4.8,Yes,Credit Card,2-Day Shipping,Yes,44,Venmo,Every 3 Months,44947,2023,Jan,Senior,
67,31,Male,Blouse,Clothing,73,Pennsylvania,S,Magenta,Winter,4.7,Yes,Bank Transfer,2-Day Shipping,Yes,3,Venmo,Every 3 Months,44947,2023,Jan,Young Adult,
68,45,Female,Coat,Outerwear,44,Connecticut,L,Gray,Winter,4.4,Yes,PayPal,Store Pickup,Yes,49,Debit Card,Monthly,44947,2023,Jan,Middle-aged,30.0
69,57,Male,Handbag,Accessories,91,Utah,L,Silver,Summer,3.9,Yes,Credit Card,Next Day Air,Yes,21,Cash,Every 3 Months,44947,2023,Jan,Middle-aged,
70,48,Female,Belt,Accessories,15,Tennessee,S,Cyan,Summer,4.4,Yes,Credit Card,Express,Yes,5,Cash,Weekly,44947,2023,Jan,Middle-aged,7.0
71,22,Male,Belt,Accessories,28,Alabama,M,Magenta,Fall,4.2,Yes,Credit Card,Express,Yes,32,Debit Card,Every 3 Months,44947,2023,Jan,Young Adult,
72,36,Female,Dress,Clothing,31,Virginia,L,Gold,Summer,2.9,Yes,Debit Card,Express,Yes,34,Bank Transfer,Annually,44947,2023,Jan,Adult,365.0
73,18,Male,Dress,Clothing,20,Georgia,M,Olive,Winter,2.9,Yes,Debit Card,Store Pickup,Yes,21,Bank Transfer,Every 3 Months,44947,2023,Jan,Young Adult,
74,48,Female,Pants,Clothing,45,Hawaii,M,Teal,Spring,2.7,Yes,Debit Card,Free Shipping,Yes,43,Bank Transfer,Bi-Weekly,44947,2023,Jan,Middle-aged,14.0
75,49,Male,Gloves,Accessories,94,Indiana,L,Violet,Spring,4.5,Yes,PayPal,Express,Yes,3,Cash,Monthly,44947,2023,Jan,Middle-aged,30.0
76,64,Female,Scarf,Accessories,21,Utah,M,Blue,Summer,2.7,Yes,Debit Card,Free Shipping,Yes,21,Credit Card,Annually,44947,2023,Jan,Senior,365.0
77,50,Male,Hat,Accessories,50,Delaware,S,Teal,Summer,4.2,Yes,Bank Transfer,Free Shipping,Yes,32,Venmo,Monthly,44947,2023,Jan,Middle-aged,30.0
78,22,Female,Dress,Clothing,49,Delaware,L,Gold,Summer,3.3,Yes,Debit Card,Next Day Air,Yes,36,Debit Card,Fortnightly,44947,2023,Jan,Young Adult,14.0
79,50,Male,Skirt,Clothing,91,Nebraska,M,Maroon,Spring,4.7,Yes,Venmo,Free Shipping,Yes,50,Venmo,Fortnightly,44947,2023,Jan,Middle-aged,14.0
80,38,Female,Jacket,Outerwear,68,Iowa,M,Olive,Winter,2.6,Yes,Bank Transfer,2-Day Shipping,Yes,43,Bank Transfer,Every 3 Months,44947,2023,Jan,Adult,
81,19,Male,Sandals,Footwear,23,New York,XL,Blue,Summer,3.3,Yes,Credit Card,Store Pickup,Yes,24,Credit Card,Every 3 Months,44947,2023,Jan,Young Adult,
82,67,Female,Shoes,Footwear,85,Virginia,L,Maroon,Summer,2.6,Yes,PayPal,Express,Yes,36,Credit Card,Every 3 Months,44947,2023,Jan,Senior,
83,19,Male,Pants,Clothing,51,Georgia,S,Olive,Spring,4.0,Yes,Bank Transfer,2-Day Shipping,Yes,21,Credit Card,Every 3 Months,44947,2023,Jan,Young Adult,
84,36,Female,Dress,Clothing,20,Texas,M,Turquoise,Summer,4.1,Yes,Debit Card,Standard,Yes,34,Bank Transfer,Weekly,44947,2023,Jan,Adult,7.0
85,52,Male,Coat,Outerwear,67,Arizona,S,Peach,Spring,4.4,Yes,Cash,Standard,Yes,42,Bank Transfer,Every 3 Months,44947,2023,Jan,Middle-aged,
86,53,Female,Sunglasses,Accessories,24,New Mexico,M,Charcoal,Winter,4.5,Yes,Credit Card,Next Day Air,Yes,2,Debit Card,Bi-Weekly,44947,2023,Jan,Middle-aged,14.0
87,24,Male,Hoodie,Clothing,91,Nevada,L,Pink,Spring,3.7,Yes,Venmo,2-Day Shipping,Yes,47,Cash,Bi-Weekly,44947,2023,Jan,Young Adult,14.0
88,52,Female,Shoes,Footwear,80,Ohio,M,Green,Fall,3.7,Yes,Debit Card,2-Day Shipping,Yes,44,Debit Card,Fortnightly,44947,2023,Jan,Middle-aged,14.0
89,33,Male,T-shirt,Clothing,4,Wyoming,M,Orange,Fall,3.5,Yes,Credit Card,Free Shipping,Yes,35,Credit Card,Monthly,44947,2023,Jan,Adult,30.0
90,47,Female,Jacket,Outerwear,83,California,XL,Pink,Fall,3.6,Yes,Bank Transfer,Next Day Air,Yes,15,Cash,Quarterly,44947,2023,Jan,Middle-aged,
91,25,Male,Hat,Accessories,99,South Carolina,L,Violet,Summer,2.9,Yes,Venmo,Express,Yes,29,Credit Card,Monthly,44947,2023,Jan,Young Adult,30.0
92,44,Female,Scarf,Accessories,89,South Carolina,S,Green,Winter,4.6,Yes,PayPal,Standard,Yes,18,Credit Card,Every 3 Months,44947,2023,Jan,Adult,
93,61,Male,Jacket,Outerwear,9,Texas,M,Olive,Winter,4.4,Yes,Cash,2-Day Shipping,Yes,13,Venmo,Every 3 Months,44947,2023,Jan,Senior,
94,37,Female,Sweater,Clothing,19,Florida,M,Purple,Fall,4.5,Yes,PayPal,Standard,Yes,46,Credit Card,Weekly,44947,2023,Jan,Adult,7.0
95,58,Male,Skirt,Clothing,48,Nevada,S,Silver,Spring,4.6,Yes,Bank Transfer,Free Shipping,Yes,28,Credit Card,Weekly,44947,2023,Jan,Senior,7.0
96,37,Female,Sneakers,Footwear,43,Missouri,L,Pink,Fall,3.8,Yes,PayPal,Free Shipping,Yes,48,PayPal,Monthly,44947,2023,Jan,Adult,30.0
97,32,Male,Gloves,Accessories,54,Delaware,S,Gold,Spring,3.6,Yes,Venmo,Express,Yes,43,Venmo,Every 3 Months,44947,2023,Jan,Adult,
98,21,Female,Shoes,Footwear,96,Virginia,M,Teal,Winter,4.8,Yes,PayPal,Store Pickup,Yes,37,Cash,Annually,44947,2023,Jan,Young Adult,365.0
99,20,Male,Jeans,Clothing,12,New York,XL,Teal,Spring,2.6,Yes,Cash,Next Day Air,Yes,20,Bank Transfer,Annually,44947,2023,Jan,Young Adult,365.0
100,26,Female,Hoodie,Clothing,51,Missouri,XL,Indigo,Summer,3.7,Yes,Cash,Express,Yes,33,Debit Card,Quarterly,44947,2023,Jan,Young Adult,
101,62,Male,Sunglasses,Accessories,51,South Dakota,M,Maroon,Fall,2.7,Yes,PayPal,Express,Yes,31,Cash,Fortnightly,44947,2023,Jan,Senior,14.0
102,27,Female,Coat,Outerwear,63,North Dakota,XL,White,Spring,4.6,Yes,Venmo,Express,Yes,50,Credit Card,Bi-Weekly,44947,2023,Jan,Young Adult,14.0
103,51,Male,Socks,Clothing,5,Oklahoma,L,Violet,Winter,4.8,Yes,Credit Card,Next Day Air,Yes,35,Credit Card,Quarterly,44947,2023,Jan,Middle-aged,
104,54,Female,Boots,Footwear,8,West Virginia,L,Red,Winter,4.0,Yes,Debit Card,Next Day Air,Yes,22,Venmo,Bi-Weekly,44947,2023,Jan,Middle-aged,14.0
105,55,Male,Sunglasses,Accessories,34,New Hampshire,L,Pink,Spring,4.4,Yes,Bank Transfer,2-Day Shipping,Yes,1,PayPal,Monthly,44947,2023,Jan,Middle-aged,30.0
106,69,Female,Backpack,Accessories,3,New York,M,Charcoal,Fall,3.6,Yes,Bank Transfer,Next Day Air,Yes,4,Bank Transfer,Annually,44947,2023,Jan,Senior,365.0
107,64,Male,Jacket,Outerwear,25,Minnesota,L,White,Summer,3.7,Yes,Cash,Standard,Yes,31,Credit Card,Monthly,44947,2023,Jan,Senior,30.0
108,28,Female,Sneakers,Footwear,82,Maryland,L,Olive,Winter,3.1,Yes,Cash,Next Day Air,Yes,46,PayPal,Fortnightly,44947,2023,Jan,Young Adult,14.0
109,70,Male,Socks,Clothing,98,Montana,L,Purple,Spring,3.4,Yes,Bank Transfer,Next Day Air,Yes,32,Bank Transfer,Bi-Weekly,44947,2023,Jan,Senior,14.0
110,58,Female,T-shirt,Clothing,44,Alabama,M,Violet,Spring,2.6,Yes,Cash,Next Day Air,Yes,43,Bank Transfer,Fortnightly,44947,2023,Jan,Senior,14.0
111,56,Male,Backpack,Accessories,28,New York,M,Black,Summer,4.0,Yes,Bank Transfer,Standard,Yes,26,Venmo,Fortnightly,44947,2023,Jan,Middle-aged,14.0
112,26,Female,Belt,Accessories,54,Massachusetts,L,Purple,Summer,5.0,Yes,PayPal,Free Shipping,Yes,9,Credit Card,Annually,44947,2023,Jan,Young Adult,365.0
113,37,Male,Gloves,Accessories,16,Florida,M,Red,Spring,4.3,Yes,Credit Card,Free Shipping,Yes,28,PayPal,Bi-Weekly,44947,2023,Jan,Adult,14.0
114,44,Female,Hat,Accessories,74,New Jersey,L,Maroon,Winter,3.1,Yes,Debit Card,Next Day Air,Yes,20,PayPal,Quarterly,44947,2023,Jan,Adult,
115,70,Male,Coat,Outerwear,72,Massachusetts,S,Blue,Summer,3.7,Yes,Venmo,Store Pickup,Yes,9,Cash,Weekly,44947,2023,Jan,Senior,7.0
116,53,Female,Skirt,Clothing,78,Wyoming,M,Gray,Spring,3.8,Yes,Cash,Standard,Yes,48,Debit Card,Every 3 Months,44947,2023,Jan,Middle-aged,
117,55,Male,Shoes,Footwear,51,Virginia,S,Blue,Spring,3.4,Yes,PayPal,Free Shipping,Yes,12,Venmo,Annually,44947,2023,Jan,Middle-aged,365.0
118,50,Female,Sandals,Footwear,68,South Dakota,L,Yellow,Summer,4.6,Yes,Bank Transfer,Express,Yes,29,Cash,Fortnightly,44947,2023,Jan,Middle-aged,14.0
119,50,Male,Sweater,Clothing,1,Kentucky,L,Orange,Fall,4.8,Yes,Bank Transfer,2-Day Shipping,Yes,27,Cash,Bi-Weekly,44947,2023,Jan,Middle-aged,14.0
120,38,Female,Coat,Outerwear,24,Wyoming,M,Orange,Fall,4.3,Yes,Debit Card,Express,Yes,44,Cash,Annually,44947,2023,Jan,Adult,365.0
121,64,Male,Hat,Accessories,46,West Virginia,L,Red,Summer,4.0,Yes,PayPal,Express,Yes,32,Bank Transfer,Annually,44947,2023,Jan,Senior,365.0
122,19,Female,Shorts,Clothing,93,Virginia,M,Olive,Winter,4.2,Yes,Cash,Standard,Yes,11,Cash,Fortnightly,44947,2023,Jan,Young Adult,14.0
123,40,Male,Backpack,Accessories,41,Washington,L,Brown,Spring,4.8,Yes,Credit Card,2-Day Shipping,Yes,44,Cash,Fortnightly,44947,2023,Jan,Adult,14.0
124,57,Female,Sweater,Clothing,38,Louisiana,L,Brown,Fall,3.1,Yes,Debit Card,Free Shipping,Yes,46,Cash,Weekly,44947,2023,Jan,Middle-aged,7.0
125,44,Male,Sweater,Clothing,2,Nevada,M,Gray,Spring,3.1,Yes,PayPal,Next Day Air,Yes,50,PayPal,Annually,44947,2023,Jan,Adult,365.0
126,49,Female,Shorts,Clothing,10,California,M,Indigo,Winter,3.6,Yes,Cash,Next Day Air,Yes,45,Venmo,Every 3 Months,44947,2023,Jan,Middle-aged,
127,43,Male,Shorts,Clothing,87,Mississippi,L,Pink,Spring,3.9,Yes,Bank Transfer,Store Pickup,Yes,48,Cash,Every 3 Months,44947,2023,Jan,Adult,
128,24,Female,Sweater,Clothing,83,Mississippi,M,Gray,Winter,4.8,Yes,Venmo,Next Day Air,Yes,26,Credit Card,Weekly,44947,2023,Jan,Young Adult,7.0
129,20,Male,Scarf,Accessories,31,California,M,Gold,Spring,4.7,Yes,Venmo,Standard,Yes,21,Credit Card,Fortnightly,44947,2023,Jan,Young Adult,14.0
130,24,Female,Dress,Clothing,52,Pennsylvania,XL,Olive,Summer,4.2,Yes,Cash,2-Day Shipping,Yes,49,PayPal,Bi-Weekly,44947,2023,Jan,Young Adult,14.0
131,44,Male,Scarf,Accessories,24,Kentucky,L,Violet,Fall,3.7,Yes,Credit Card,Next Day Air,Yes,13,PayPal,Fortnightly,44947,2023,Jan,Adult,14.0
132,28,Female,Skirt,Clothing,76,Maine,L,Indigo,Summer,3.9,Yes,PayPal,Standard,Yes,46,Credit Card,Weekly,44947,2023,Jan,Young Adult,7.0
133,30,Male,Backpack,Accessories,38,New Mexico,M,Orange,Fall,4.7,Yes,Bank Transfer,2-Day Shipping,Yes,42,PayPal,Weekly,44947,2023,Jan,Young Adult,7.0
134,52,Female,Sweater,Clothing,21,Montana,M,Violet,Winter,2.5,Yes,Bank Transfer,Next Day Air,Yes,25,Venmo,Annually,44947,2023,Jan,Middle-aged,365.0
135,43,Male,Hat,Accessories,88,Texas,L,Gray,Fall,4.9,Yes,Credit Card,Store Pickup,Yes,25,Cash,Monthly,44947,2023,Jan,Adult,30.0
136,43,Female,Sandals,Footwear,40,Kansas,M,Purple,Fall,4.1,Yes,PayPal,Express,Yes,12,PayPal,Quarterly,44947,2023,Jan,Adult,
137,39,Male,Blouse,Clothing,47,South Carolina,M,White,Winter,3.3,Yes,Credit Card,Free Shipping,Yes,4,Debit Card,Quarterly,44947,2023,Jan,Adult,
138,68,Female,Sneakers,Footwear,55,Colorado,M,Turquoise,Spring,4.7,Yes,Cash,Free Shipping,Yes,38,PayPal,Weekly,44947,2023,Jan,Senior,7.0
139,68,Male,Skirt,Clothing,4,Georgia,M,Maroon,Winter,4.4,Yes,Cash,Store Pickup,Yes,42,Bank Transfer,Weekly,44947,2023,Jan,Senior,7.0
140,49,Female,Coat,Outerwear,97,Florida,M,White,Fall,3.8,Yes,Debit Card,Store Pickup,Yes,30,Venmo,Annually,44947,2023,Jan,Middle-aged,365.0
141,63,Male,Shirt,Clothing,89,North Carolina,L,Yellow,Fall,3.9,Yes,Bank Transfer,2-Day Shipping,Yes,50,Credit Card,Weekly,44947,2023,Jan,Senior,7.0
142,56,Female,Gloves,Accessories,40,Virginia,M,Turquoise,Fall,4.9,Yes,PayPal,Free Shipping,Yes,45,PayPal,Weekly,44947,2023,Jan,Middle-aged,7.0
143,37,Male,Jacket,Outerwear,93,Nebraska,L,Violet,Fall,3.1,Yes,PayPal,Free Shipping,Yes,33,Credit Card,Fortnightly,44947,2023,Jan,Adult,14.0
144,30,Female,Coat,Outerwear,32,Missouri,M,Beige,Fall,2.7,Yes,Bank Transfer,Store Pickup,Yes,25,PayPal,Quarterly,44947,2023,Jan,Young Adult,
145,19,Male,Shoes,Footwear,92,New Jersey,M,Silver,Fall,3.2,Yes,Credit Card,Express,Yes,25,Cash,Monthly,44947,2023,Jan,Young Adult,30.0
146,24,Female,Jewelry,Accessories,53,Missouri,M,Teal,Fall,4.5,Yes,Venmo,Standard,Yes,44,Debit Card,Quarterly,44947,2023,Jan,Young Adult,
147,52,Male,Skirt,Clothing,96,Colorado,S,Black,Fall,4.0,Yes,Debit Card,Standard,Yes,21,Venmo,Fortnightly,44947,2023,Jan,Middle-aged,14.0
148,63,Female,Shoes,Footwear,74,Idaho,M,Purple,Summer,3.5,Yes,Bank Transfer,2-Day Shipping,Yes,31,Bank Transfer,Fortnightly,44947,2023,Jan,Senior,14.0
149,37,Male,Gloves,Accessories,44,Wyoming,M,Gray,Fall,2.6,Yes,PayPal,Store Pickup,Yes,47,Debit Card,Annually,44947,2023,Jan,Adult,365.0
150,38,Female,Pants,Clothing,38,Delaware,M,White,Summer,3.2,Yes,Venmo,Free Shipping,Yes,14,PayPal,Monthly,44947,2023,Jan,Adult,30.0
151,35,Male,Boots,Footwear,63,California,L,Cyan,Fall,4.9,Yes,Bank Transfer,Standard,Yes,17,Debit Card,Every 3 Months,44947,2023,Jan,Adult,
